appid,windows_req,mac_req,linux_req,required_age,awards
346460,"Minimum: OS *: Windows XP SP2+ Processor: i5 or equivelent Memory: 4 GB RAM Graphics: 1 GB Direct X 9 DirectX: Version 9.0 Storage: 3 GB available space VR Support: OpenXR, does not require motion Controllers",Minimum: OS: Mac OS X 10.8+ Processor: i5 or equivelent Memory: 4 GB RAM Graphics: 1 GB card Storage: 3 GB available space,"Minimum: OS: Ubuntu 12.04+, SteamOS+ Processor: i5 or equivelent Memory: 4 GB RAM Graphics: 1 GB card Storage: 3 GB available space VR Support: OpenXR, does not require motion Controllers",0,
346470,"Minimum: OS *: Windows 10/8/7/Vista/XP Processor: 500 MHz Intel Pentium II or equivalent Memory: 512 MB RAM Graphics: 32-MB 3D card DirectX: Version 8.1 Storage: 100 MB available space Additional Notes: Keyboard, Mouse or Joystick","Minimum: OS: MacOS 10.7 or later, but doesn't work on 10.15 (Catalina) or later Processor: iMac Intel 1.0Ghz Memory: 512 MB RAM Graphics: 32-MB 3D card Storage: 100 MB available space Additional Notes: Keyboard, Mouse or Joystick",,0,
346490,Minimum: OS *: Windows XP Processor: Dual Core 2.3 GHz or better Memory: 2 GB RAM Graphics: 256 MB SM 3.0 DX9 Compliant NVIDIA® GeForce 7800 GTX or better ATI® Radeon® HD 2900 GT or better DirectX: Version 9.0c Storage: 2 GB available space Additional Notes: Internet connection for co-op gameplay,,,0,
346500,Minimum: OS *: Microsoft® Windows® XP or later Processor: Dual Core 2.0 GHZ or Better Memory: 512 MB RAM Graphics: Compatible with DirectX 9 DirectX: Version 9.0 Storage: 200 MB available space,,,0,
346510,"Minimum: OS *: Windows Vista Processor: Multi Core CPU Memory: 2 GB RAM Graphics: Dedicated Graphics Card* (DirectX 9 and Shader Model 2.0 compatible at a minimum) DirectX: Version 9.0c Storage: 325 MB available space Additional Notes: *Hyphen has been tested and works on Intel HD3000 and HD4000 onboard graphics. Equivalent and superior onboard graphics may work, although we don’t make any promises. Dedicated is strongly recommended",,"Minimum: OS: Ubuntu 14.04.2 / Latest Steam OS Processor: Multi Core CPU Memory: 2 GB RAM Graphics: Dedicated Graphics Card* (GL 2.0 and GLSL 1.5 compatible at a minimum) Storage: 140 MB available space Additional Notes: *Hyphen has been tested and works on Intel HD3000 and HD4000 onboard graphics. Equivalent and superior onboard graphics may work, although we don’t make any promises. Dedicated is strongly recommended",0,
346550,Minimum: OS *: Windows XP SP3 or Vista Processor: 2.0+ GHz dual-core processor Memory: 2 GB RAM Graphics: NVIDIA 8800 (SM3-compatible video card) DirectX: Version 9.0c Storage: 1 GB available space,,,0,
346560,Minimum: Requires a 64-bit processor and operating system OS: Windows 10 Processor: x86-64 compatible Memory: 2 GB RAM Graphics: DirectX 10.0 compatible DirectX: Version 11 Storage: 480 MB available space,Minimum: OS: macOS 11 Processor: x86-64 compatible Memory: 2 GB RAM Graphics: OpenGL 2.0 compatible Storage: 480 MB available space,Minimum: OS: 64-bit Linux distribution Processor: x86-64 compatible Memory: 2 GB RAM Graphics: OpenGL 2.0 compatible Storage: 480 MB available space,0,
346630,Minimum: OS *: Windows Vista/7/8 Processor: 1.8GHZ dual-core Memory: 2 GB RAM Graphics: openGL graphics support/version 1.3 or better Storage: 100 MB available space,,,0,
346650,Minimum: OS *: Windows XP (SP 2) Processor: Intel Core 2 DUO Memory: 256 MB RAM Graphics: Intel HD Graphics 4000 DirectX: Version 9.0 Storage: 270 MB available space,,,0,
346670,Minimum: OS *: Windows XP Processor: 1.2Ghz+ Memory: 1024 MB RAM Graphics: OpenGL 2.1 compatibale + 256MB Video Network: Broadband Internet connection Storage: 250 MB available space,Minimum: OS: 10.8+ Processor: 1.2Ghz+ Memory: 1024 MB RAM Network: Broadband Internet connection Storage: 250 MB available space,,0,
346730,Minimum: OS: Windows7 / Windows8 / Windows10 (64-Bit / 32-Bit) Processor: Intel® Core™ i3-530 @ 2.93 GHz or Better Memory: 2 GB RAM Graphics: NVIDIA® GeForce® GT 640 or Better DirectX: Version 11 Network: Broadband Internet connection Storage: 2 GB available space Sound Card: DirectX®-compatible,,,0,
346750,"Minimum: OS *: Windows 10, Windows 8, or Windows 7 Processor: 1 GHz processor Memory: 1 GB RAM Graphics: OpenGL 2.1 or higher Storage: 100 MB available space Additional Notes: Merchant is potato-playable",,,0,
346760,"Minimum: OS *: Windows 7, 8.1, or 10 Processor: 2.0 GHz Memory: 4 GB RAM Graphics: 512MB dedicated (minimum resolution of 1368x768) DirectX: Version 9.0c Network: Broadband Internet connection Storage: 300 MB available space Additional Notes: ProtoMasons requires an active Internet connection to the Steam servers to play. Additional disk space required for downloading and using Workshop content.",Minimum: OS: 10.6 Snow Leopard or newer Processor: 2.0 GHz Memory: 2 GB RAM Graphics: 256MB  (minimum resolution of 1366 x 768) Network: Broadband Internet connection Storage: 150 MB available space Additional Notes: Additional disk space required for optional 'gift' mods. Substantial use of the 'gift' mod system may require more system memory.,,0,
346780,"Minimum: OS: Vista, 7, 8 or 10 Memory: 1 GB RAM Graphics: 512mb Video Memory (dedicated if possible) Storage: 200 MB available space",,,0,
346810,"Minimum: OS *: Windows XP + Processor: 2.33GHz or faster x86-compatible processor or Intel Atom™ 1.6GHz or faster processor for netbook class devices Memory: 1 GB RAM Graphics: 1280x720 minimum resolution, most cards (check compatibility in Additional Notes) Storage: 100 MB available space Additional Notes: Check your graphic card compatibility here:","Minimum: OS: Mac OS® X v10.7, v10.8, or v10.9 Processor: Intel® Core™ Duo 1.83GHz or faster processor Memory: 1 GB RAM Graphics: 1280x720 minimum resolution, most cards (check compatibility in Additional Notes) Storage: 100 MB available space Additional Notes:",,0,Award
346820,"Minimum: Requires a 64-bit processor and operating system OS *: Windows 7 SP1+, 8 or  10 (64-bit versions only) Processor: Intel Core 2 Duo or AMD, 2,4Ghz or faster Memory: 4 GB RAM Graphics: Nvidia GeForce GTX 560TI or AMD Radeon HD 7850 and higher DirectX: Version 10 Storage: 6 GB available space Sound Card: -",Minimum: OS: OSX 10.13+ Processor: Intel Core i7-3520M or Higher Memory: 4 GB RAM Graphics: Intel HD 4000 processor or higher Storage: 6 GB available space,"Minimum: OS: Ubuntu 16.04, 18.04 or CentOS 7 Processor: Intel Core 2 Duo or AMD, 2,4Ghz or faster Memory: 4 GB RAM Graphics: Nvidia GeForce GTX 560TI or AMD Radeon HD 7850 and higher Storage: 6 GB available space",0,
346850,Minimum: OS: Vista Processor: 1 Ghz or faster processor Memory: 512 MB RAM DirectX: Version 6.0 Storage: 100 MB available space Sound Card: 16-bit sound card,,,0,
346900,Minimum: OS *: Windows XP Memory: 512 MB RAM DirectX: Version 9.0 Storage: 60 MB available space,Minimum: OS: Mac OS X 10.6 Memory: 512 MB RAM Storage: 60 MB available space,"Minimum: OS: Ubuntu 10.10+, Mint 17.1+ Memory: 512 MB RAM Storage: 80 MB available space Additional Notes: 32- and 64-bit both supported",0,Award
346920,Minimum: OS *: Windows XP or greater with latest service packs installed Processor: Dual-Core Intel or AMD processor @ 2.0 GHZ or better Memory: 3 GB RAM Graphics: nVidia or AMD based video card with 700mb or more video RAM DirectX: Version 9.0c Network: Broadband Internet connection Storage: 1 GB available space,,,0,
346940,Minimum: OS *: Windows XP SP3/Vista/Windows 7 & 8 Processor: x86-compatible 1.8GHz or faster processor Memory: 2 GB RAM Graphics: DirectX compatible 3D graphics card with at least 256MB of addressable memory DirectX: Version 9.0 Storage: 10 GB available space,"Minimum: OS: OSX 10.6 Processor: Intel-based Macs only (x86-compatible, 1.8GHz or better) Memory: 2 GB RAM Graphics: Modern 3D graphics card with at least 256MB of addressable memory Storage: 10 GB available space",Minimum: Processor: x86-compatible 1.8GHz or faster processor Memory: 2 GB RAM Graphics: Modern 3D graphics card with at least 256MB of addressable memory Storage: 10 GB available space,0,Award
346950,Minimum: OS *: Windows XP/Vista/7 Processor: Pentium 4 2.0ghz or higher Memory: 512 MB RAM,,,0,
346970,Minimum: OS: XP Processor: Dual Core processor Memory: 1500 MB RAM Graphics: 128MB GeForce 8400 / Radeon HD 4000 series or equivalent Network: Broadband Internet connection Storage: 300 MB available space Additional Notes: OBEY runs at ~30fps on the Surface Pro 3 on 'Normal' settings @ 1280 x 800px. OBEY is playable offline via LAN.,"Minimum: OS: All (note: it may give a compatibility warning, it still works) Processor: Dual Core processor Memory: 1500 MB RAM Graphics: 128MB GeForce 8400 / Radeon HD 4000 series or equivalent Network: Broadband Internet connection Storage: 300 MB available space Additional Notes: Minimum spec is a Core 2 Duo 2008 MacBook, on which OBEY is playable at 20-30 fps on 'Low' settings @ 800 x 600px. OBEY is playable offline via LAN.",Minimum: Processor: Dual Core processor Memory: 1500 MB RAM Graphics: 128MB GeForce 8400 / Radeon HD 4000 series or equivalent Network: Broadband Internet connection Storage: 300 MB available space Additional Notes: OBEY is playable offline via LAN.,0,
347000,Minimum: Requires a 64-bit processor and operating system OS *: Windows 7 or Windows 10 Processor: AMD A8-7600 (3.1 Ghz) OR Intel Core i3 4170 (3.7 Ghz) Memory: 8 GB RAM Graphics: Nvidia GPU GeForce GTX 650 / AMD GPU Radeon HD 6850 / Intel Iris Pro 5200 DirectX: Version 9.0 Storage: 5 GB available space Additional Notes: 1 GB VRAM,Minimum: OS: Mac OS X 10.12 or 10.13 Processor: Intel Core i5 (4 Cores) 2.9 GHz Memory: 8 GB RAM Graphics: Nvidia GPU GeForce GT 750M / AMD GPU Radeon HD 6970M / Intel Iris Pro 5200 Storage: 5 GB available space Additional Notes: 1 GB VRAM,Minimum: OS: Ubuntu 16.04 / SteamOS Processor: AMD A8-7600 (3.1 GHz) OR Intel Core i3 4170 (3.7 GHz) Memory: 8 GB RAM Graphics: Nvidia GPU GeForce GTX 650 / AMD GPU Radeon R9 290 Storage: 5 GB available space Additional Notes: 1 GB VRAM,0,Award
347040,Minimum: OS *: Windows XP SP2+ Processor: 1GHz or faster Memory: 1 GB RAM Graphics: NVIDIA GeForce Go 7400 or better DirectX: Version 9.0c Storage: 400 MB available space,Minimum: OS: Mac OS X 10.6+ Processor: 1GHz or faster Memory: 1 GB RAM Storage: 400 MB available space,,0,
347050,"Minimum: OS *: Windows XP Processor: Intel or AMD Dual Core processors Memory: 512 MB RAM Graphics: nVidia 7800+ or ATI Radeon 9600+ DirectX: Version 9.0c Storage: 4 GB available space Sound Card: 100% DirectX 9.0c kompatible PCI, USB, oder Onboard-Soundkarte",,,0,
347060,Minimum: OS *: WINDOWS VISTA/WINDOWS 7/WINDOWS 8/WINDOWS 10 Processor: AMD/INTEL DUAL-CORE 2.5 GHZ Memory: 3072 MB RAM Graphics: 768 MB 100% DIRECTX 10 AND SHADERS 4.0 COMPATIBLE ATI RADEON HD 5670/NVIDIA GEFORCE GTX 260 OR HIGHER Sound Card: DIRECTX COMPATIBLE Additional Notes: INTERNET CONNECTION REQUIRED FOR THE GAME ACTIVATION *WINDOWS XP NOT SUPPORTED,,,0,
347160,"Minimum: OS *: Windows XP Processor: Dual Core CPU 2.4 gHz Memory: 2048 MB RAM Graphics: Intel HD Graphics 3000, Nvidia GeForce 8000, ATI Radeon HD 4800 Series DirectX: Version 9.0 Storage: 500 MB available space","Minimum: OS: OS X 10.7 Processor: Dual Core CPU 2.4 gHz Memory: 2048 MB RAM Graphics: Intel HD Graphics 3000, Nvidia GeForce 8000, ATI Radeon HD 4800 Series Storage: 500 MB available space","Minimum: OS: Ubuntu 12.04+, SteamOS Processor: Dual Core CPU 2.4 gHz Memory: 2048 MB RAM Storage: 500 MB available space",0,Award
347670,Minimum: OS *: Windows XP / Windows Vista SP2 / Windows 7 SP1 / Windows 8 / Windows 8.1 Processor: Dual-core processor (Intel Dual Core 2.0 GHz or AMD Athlon X2 5200+ 2.6 GHz Memory: 1024 MB RAM Graphics: NVIDIA GeForce 6600 and above / ATI Radeon 9600 or above DirectX: Version 9.0 Storage: 550 MB available space,,,0,
347690,"Minimum: OS *: Windows XP Processor: 1GHz, Dual Core Memory: 2 GB RAM Graphics: OpenGL 3 compatible Storage: 512 MB available space Sound Card: OpenAL compatible Additional Notes: Gamepad recommended",,,0,Award
347700,Minimum: OS *: Windows Vista Processor: 1 GHZ Memory: 1 GB RAM Graphics: 256MB Storage: 200 MB available space,"Minimum: OS: Mac OS X 10.6+ Processor: 1 GHz Memory: 1 GB RAM Graphics: OpenGL 2.1+ Support, and recommended dedicated graphics card with 128 MB of RAM Storage: 200 MB available space",,0,
347710,Minimum: OS *: Windows XP Service Pack 3 Processor: Core 2 Duo 2GHz or equivalent Memory: 3 GB RAM Graphics: DX9 (shader model 2.0) capabilities Sound Card: Direct X 9.0c sound device Additional Notes: Not Recommended for Intel integrated graphics,Minimum: OS: Mac OS X 10.6+ Processor: 2.3 Ghz Intel Memory: 4 GB RAM Graphics: DX9 (shader model 2.0) capabilities Additional Notes: Not recommended for Intel integrated graphics or Mac Minis or early-generation MacBook,,0,Award
347720,Minimum: OS *: Windows 7 Processor: 2.0 GHz Memory: 4 MB RAM Graphics: Ge Force 8600 or equivelant DirectX: Version 9.0c Storage: 6 GB available space,,,0,
347730,Minimum: OS *: Microsoft Windows XP/Vista/7/8 Processor: Intel Pentium 4 2.0 GHz or faster Memory: 512 MB RAM Graphics: 1024x768 or better video resolution DirectX: Version 9.0 Storage: 180 MB available space,,,0,
347790,"Minimum: OS *: Windows XP, Vista, 7, 8, 10 Processor: 2GHz Memory: 2 GB RAM Graphics: - DirectX: Version 9.0 Storage: 100 MB available space",,,0,
347800,"Minimum: OS: Windows 10 Processor: Intel Core i3-2100 or AMD FX-4350 Memory: 4 GB RAM Graphics: NVIDIA GeForce GTX 550 Ti, 1 GB or AMD Radeon HD 5770, 1 GB Storage: 5 GB available space","Minimum: OS: Snow Leopard 10.6.8, 32/64-bit Processor: Intel G850 Dual-Core 2.9ghz or similar Memory: 2 GB RAM Graphics: Dedicated (Non-integrated) GPU with 1GB or more video memory Storage: 1 GB available space",Minimum: OS: Ubuntu 14.10 Processor: Intel G850 Dual-Core 2.9ghz or similar Memory: 2 GB RAM Graphics: Dedicated (Non-integrated) GPU with 1GB or more video memory Storage: 1 GB available space,0,
347820,Minimum: OS *: Windows XP/Vista/7/8 Processor: Dual Core 2.0 GHz Memory: 1 GB RAM Graphics: GeForce GT 240 DirectX: Version 9.0c Network: Broadband Internet connection Storage: 2 GB available space,Minimum: OS: Mac OS X 10.10 or newer Processor: Dual Core 2.0 GHz Memory: 1 GB RAM Graphics: GeForce GT 240 Network: Broadband Internet connection Storage: 2 GB available space,"Minimum: OS: 64-bit (so far tested on Ubuntu, Debian, openSUSE) Processor: Dual Core 2.0 GHz Memory: 1 GB RAM Graphics: GeForce GT 240 Network: Broadband Internet connection Storage: 2 GB available space",0,
347830,Minimum: OS *: Windows XP Processor: 2.13GHz Intel Core2 Duo or equivalent Memory: 4 GB RAM Graphics: DirectX 9.0c compatible graphics card with 512Mb RAM and support for v3 shaders DirectX: Version 9.0c Storage: 5 GB available space Sound Card: DirectX 9.0c compatible sound card,,,0,
347930,Minimum: OS *: Windows XP Memory: 1 GB RAM Storage: 250 MB available space,,,0,
347940,"Minimum: OS *: Windows 7, Windows 8 Processor: 2.0 Ghz Memory: 2 GB RAM Graphics: 512 MB graphics memory, OpenGL 3.0 DirectX: Version 9.0",,,0,
347950,"Minimum: OS *: Windows XP or higher Graphics: None Storage: 100 MB available space Sound Card: None Additional Notes: The game should generally run on low systems. If you experience problems, be sure to switch to low quality in the game preferences.","Minimum: OS: Mac OS X version 10.9 or higher Graphics: None Storage: 100 MB available space Sound Card: None Additional Notes: The game should generally run on low systems. If you experience problems, be sure to switch to low quality in the game preferences.",,0,
348000,"Minimum: OS *: Windows XP or Later Processor: Intel® Core™ 2 Duo 2.4 GHz, AMD Athlon™ X2 2.8 GHz, or higher Memory: 512 MB RAM Graphics: ATI Radeon / NVIDIA GeForce / Intel DirectX: Version 9.0c Storage: 500 MB available space Sound Card: Windows Compatible Card",,,0,
348180,Minimum: OS *: Windows XP SP3 Processor: 2 GHz dual core Memory: 2 GB RAM Graphics: Hardware Accelerated Graphics with dedicated memory Storage: 350 MB available space,Minimum: OS: Mac OS 10.7.5+ Processor: 2 GHz dual core Memory: 2 GB RAM Graphics: Hardware Accelerated Graphics with dedicated memory Storage: 350 MB available space,Minimum: Processor: 2 GHz dual core Memory: 2 GB RAM Graphics: Hardware Accelerated Graphics with dedicated memory Storage: 350 MB available space,0,Award
348160,Minimum: Processor: Dual Core Memory: 4 GB RAM Graphics: GeForce GTX 460 DirectX: Version 10 Network: Broadband Internet connection Storage: 3 GB available space,,,0,
348200,Minimum: OS *: Windows 7 Memory: 1 GB RAM Storage: 250 MB available space,,,0,
348270,Minimum: OS *: Windows XP Memory: 1 GB RAM DirectX: Version 9.0 Storage: 60 MB available space,Minimum: OS: Mac OS X 10.6 Memory: 1 GB RAM Storage: 80 MB available space,Minimum: OS: Ubuntu 10.10 Memory: 1 GB RAM Storage: 80 MB available space,0,
348280,"Minimum: OS *: Windows XP, Vista, 7 or 8 Processor: 2 GHz Dual Core Memory: 1 GB RAM Graphics: nVidia GeForce 8600 GT, ATI Radeon HD 2600 XT Storage: 150 MB available space",,,0,Award
348240,Minimum: OS *: Windows XP or Higher Processor: 2.0 GHz Pentium 4 or Higher Memory: 1 GB RAM Graphics: Integrated Graphics DirectX: Version 9.0c Storage: 200 MB available space,,,0,
348290,Minimum: OS *: Windows® XP / Vista™ / Windows® 7 /8 Processor: Processor intel core duo Memory: 4 GB RAM Graphics: ATI X1600 or Nvidia 7300 GT or Intel Integrated GMA X3100 or Higher Storage: 200 MB available space,Minimum: OS: MAC OS X 10.5.7 Leopard or Higher Processor: Processor intel core duo Memory: 4 GB RAM Storage: 200 MB available space,,0,
348300,Minimum: OS: Vista Processor: 1 Ghz or faster processor Memory: 512 MB RAM DirectX: Version 6.0 Storage: 100 MB available space Sound Card: 16-bit sound card,,,0,
348340,Minimum: OS *: Windows 7 Processor: Core 2 Duo Memory: 512 MB RAM Graphics: OpenGL 2.1 capable video DirectX: Version 9.0 Storage: 100 MB available space,Minimum: OS: 10.9 Processor: x64 or Apple Silicon Memory: 2048 MB RAM Storage: 200 MB available space,Minimum: Processor: x64 Memory: 2048 MB RAM Storage: 200 MB available space,7,
348380,Minimum: OS *: Windows XP (latest SP)/ Vista/  Windows 7 Processor: Core 2 Duo Memory: 1 GB RAM Graphics: Direct X9.0c Compatible Storage: 800 MB available space Sound Card: Yes,,,0,
348360,Minimum: OS *: Windows 7 or higher Processor: AMD Atholon 64 X2 Dual-Core 4000+ or better / Intel Core 2 Duo Processor 2.0GHz or better Memory: 2048 MB RAM Graphics: ATI X1800 or better / nVidia 7800 or better / Intel 4100 or better. 512MB Video RAM DirectX: Version 11 Storage: 1024 MB available space,Minimum: OS: OS X 10.8 or higher Processor: Intel Core 2 Duo Processor 2.0GHz or better Memory: 2048 MB RAM Graphics: Intel HD Graphics 3000 or better. 512MB Video RAM Storage: 1024 MB available space,Minimum: OS: Most 64-bit Linux Processor: AMD Atholon 64 X2 Dual-Core 4000+ or better / Intel Core 2 Duo Processor 2.0GHz or better Memory: 2048 MB RAM Graphics: ATI X1800 or better / nVidia 7800 or better / Intel 4100 or better. 512MB Video RAM Storage: 1024 MB available space,0,Award
348400,Minimum: OS *: Windows XP SP3 Processor: 1.5 Ghz Dual Core Processor Memory: 1 GB RAM Graphics: 2.0 Pixel Shader w/256 MB of VRAM DirectX: Version 9.0 Network: Broadband Internet connection Storage: 1 GB available space,Minimum: OS: OS X Snow Leopard (10.6.8) or better Processor: 1.5 Ghz Dual Core Processor Memory: 1 GB RAM Graphics: 2.0 Pixel Shader Compatible w/256 of VRAM Network: Broadband Internet connection Storage: 1 GB available space,,0,Award
348430,Minimum: OS *: Windows Vista/7/8 Processor: 1.66 GHz or faster 32-bit (x86) or 64-bit (x64) processor Memory: 2 GB RAM Graphics: OpenGL 1.3 or higher Storage: 150 MB available space,,,0,
348440,Minimum: OS *: Windows Vista/7/8 Processor: 1.66 GHz or faster 32-bit (x86) or 64-bit (x64) processor Memory: 2 GB RAM Graphics: OpenGL 1.3 or higher Storage: 150 MB available space,,,0,
348450,"Minimum: OS *: Windows Vista, Windows 7 or Windows 8 Processor: Intel Core i5-750 or AMD Phenom II X4 955 Memory: 2 GB RAM Graphics: Nvidia GTX 560 or AMD Radeon R7 250 DirectX: Version 11 Storage: 4 GB available space",,,0,
348460,Minimum: OS *: Windows 7 or higher Processor: 2.0 GHz Dual-Core 64-bit CPU Memory: 4 GB RAM Graphics: DirectX11 Compatible GPU with 1 GB Video RAM Network: Broadband Internet connection Storage: 6 GB available space,,,0,Award
348470,"Minimum: OS: Windows® Processor: Core2 DUO 2.4GHz or better Memory: 1 GB RAM Graphics: 640*480 pixel over, High Color DirectX: Version 9.0c Network: Broadband Internet connection Storage: 11 GB available space Sound Card: DirectX 9.0c over",,,0,
348510,"Minimum: OS *: Windows 7/8 (64 Bit) Processor: Quad-Core CPU 3 GHz (64 Bit) Memory: 4 GB RAM Graphics: GPU 1GB VRAM, e.g. NVIDIA GTX 760 or similar (no support for onboard cards) DirectX: Version 11 Network: Broadband Internet connection Storage: 5 GB available space","Minimum: OS: Mac OS X Lion Processor: Quad-Core CPU 3 GHz (64 Bit) Memory: 4 GB RAM Graphics: GPU 1GB VRAM, e.g. NVIDIA GTX 760 or similar Network: Broadband Internet connection Storage: 5 GB available space",,0,
348540,Minimum: OS *: Windows XP Processor: 1.66 Ghz Memory: 1 GB RAM Graphics: DirectX compatible card Storage: 1 GB available space,Minimum: OS: OS X version Leopard 10.5.8 or later Processor: 1.66 Ghz Memory: 1 GB RAM Storage: 1 GB available space,Minimum: OS: Ubuntu 12.04 Processor: 1.66 Ghz Memory: 1 GB RAM Storage: 1 GB available space,0,
348550,Minimum: OS *: Windows 7 / 8 / 8.1 Processor: Intel Core2 Duo Memory: 2 GB RAM Graphics: nVidia GeForce 7900 GT or better / AMD Radeon X1900 / nVidia GeForce GT 620 (Windows 8.1) DirectX: Version 9.0c Network: Broadband Internet connection Storage: 3 GB available space Sound Card: Direct Sound,,,0,
348570,Minimum: OS *: Windows XP/Vista/7/8/8.1/10 Processor: 2GHz or higher Memory: 1 GB RAM Graphics: 256MB OpenGL-compatible DirectX: Version 9.0c Storage: 400 MB available space Sound Card: DirectX-compatible,,Minimum: OS: Ubuntu 12.04/14.04 LTS or compatible Processor: 2GHz or higher Memory: 1 GB RAM Graphics: 256MB OpenGL-compatible Storage: 400 MB available space Sound Card: Linux OpenAL-compatible,0,
348580,Minimum: OS *: Windows XP Processor: Dual Core Processor Memory: 500 MB RAM Graphics: Integrated Mobile Video Card DirectX: Version 9.0 Storage: 300 MB available space,Minimum: OS: OSX 10.6.8 Processor: Intel Core 2 Duo Memory: 512 MB RAM Graphics: Intel HD Graphics 3000 Storage: 300 MB available space,,0,
348620,Minimum: OS: 7 Processor: 1Ghz Memory: 2 GB RAM Storage: 25.9 MB available space,,,0,
348650,"Minimum: OS *: Windows XP, Vista, Seven, 8 Processor: 1.8 GHz Memory: 1 GB RAM Graphics: Integrated or dedicated GPU Storage: 2 GB available space",,,0,
348670,"Minimum: OS *: Windows XP or later Processor: 2 GHz, Dual Core Memory: 2 GB RAM Graphics: DirectX 9 supported, less than 7 years old DirectX: Version 9.0c Network: Broadband Internet connection Storage: 400 MB available space",,,0,
348700,Minimum: OS *: Windows XP Processor: 600 MHz Memory: 1 GB RAM Graphics: 8 MB (any supported) Network: Broadband Internet connection Storage: 200 MB available space,,Minimum: OS: Arch or Ubuntu 32 & 64 bit Processor: 600 MHz Memory: 1 GB RAM Graphics: 8 MB (any supported) Storage: 250 MB available space,0,
348730,Minimum: OS *: Windows Vista/Windows 7/Windows 8 Processor: AMD/INTEL Dual-Core 2.4 GHz Memory: 3 GB RAM Graphics: 1024 MB DirectX 9.0c compatible AMD Radeon HD 5850/NVIDIA GeForce GTX 460 or higher DirectX: Version 11 Storage: 4 GB available space Sound Card: DirectX 9 compatible,,,0,
349040,"Mínimos: SO *: Windows (64bit) 7 or higher up to date Processador: Intel Core2 Duo, 3.0GHz - AMD Athlon 64 X2 Dual Core 6400+ 3.2GHz Memória: 2 GB de RAM Placa de vídeo: 1024 MB video card DirectX: Versão 11 Armazenamento: 40 GB de espaço disponível",,,0,
349500,Minimum: OS: 98+ Processor: 800MHz Intel® Pentium® III or higher Memory: 128 MB RAM Graphics: 1024x768 or better video resolution in High Color mode Storage: 100 MB available space Sound Card: DirectSound-compatible sound card,,,0,
349510,Minimum: Requires a 64-bit processor and operating system OS *: Windows Vista Processor: Intel Core i5 or higher Memory: 4 GB RAM Graphics: Nvidia GeForce 630 GT Network: Broadband Internet connection Storage: 5 GB available space,Minimum:,Minimum:,0,Award
349520,"Minimum: OS *: Windows 7 Processor: 2.5 GHz Dual Core Memory: 4 GB RAM Graphics: NVIDIA GeForce GTX 760, AMD Radeon R9 270X, or better DirectX: Version 11 Storage: 4 GB available space",,,0,
349530,Minimum: OS *: Windows XP/Windows Vista/Windows 7/Windows 8 Processor: Pentium Dual-Core CPU E5700 @ 2.00Ghz/AMD Athlon II X2 250 Processor 2.01Ghz Memory: 512 MB RAM Graphics: ATi Radeon HD2400 pro or NVIDIA Geforce 8 Series DirectX: Version 9.0c Network: Broadband Internet connection Storage: 180 MB available space,,,0,
349540,Minimum: OS *: Windows 7 Processor: 2.4 GHz Intel Core i5 Memory: 8 GB RAM Graphics: AMD Radeon HD 6770M 1024 MB DirectX: Version 11 Storage: 4 GB available space,Minimum: OS: 10.9 Processor: 2.4 GHz Intel Core i5 Memory: 4 GB RAM Graphics: AMD Radeon HD 6770M 1024 MB Storage: 4 GB available space,,0,
349550,"Minimum: OS: Vista, 7, 8, 8.1, 10 Processor: Pentium III 1.0 GHz or better Memory: 512 MB RAM Graphics: 800x600 resolution or higher | Older Integrated Graphics may not function properly Storage: 80 MB available space",Minimum: OS: OSX 10.6+ Memory: 512 MB RAM Graphics: REQUIRES X11 / XQuartz | Older Integrated Graphics may not function properly Storage: 80 MB available space Additional Notes: You WILL need X11 to play Mighty Dungeons. You can get it from XQuartz. Set it to fullscreen X11 > Preferences > Output > Colors [Millions] + [X] Full-screen mode and you are good to go! I will consider porting to another graphics engine for future releases.,,0,
349650,Minimum: OS *: Windows XP Processor: Pentium 4 Memory: 1000 MB RAM Graphics: DirectX® 9 Compatible Graphics Card DirectX: Version 9.0a Storage: 100 MB available space,Minimum: OS: MacOS 10 Processor: Apple Silicon and Intel Memory: 200 MB RAM,,0,
349680,"Minimum: OS *: Windows 2000/XP/Windows 7 Processor: Pentium III 1GHz or better Memory: 256 MB RAM Graphics: NDIVIA Geforce series, AMD(ATI) Radeon series DirectX: Version 8.0 Storage: 120 MB available space Sound Card: DirectSound-compatible Sound Card",,"Minimum: OS: Ubuntu 12.04 Processor: Pentium III 1GHz or better Memory: 256 MB RAM Graphics: NDIVIA Geforce series, AMD(ATI) Radeon series Storage: 120 MB available space Sound Card: DirectSound-compatible Sound Card",0,
349670,Minimum: OS *: Windows 7 32 bit or higher Processor: Quad Core Memory: 2 GB RAM Graphics: 512 MB DirectX: Version 11 Storage: 3 GB available space,,,0,
349690,Minimum: OS *: Microsoft Windows 2000/XP/7 Processor: Intel Pentium3 1GHz or better Memory: 256 MB RAM Graphics: DirectX 8.1 or above and Direct3D with 64MB or more of VRAM Storage: 110 MB available space Sound Card: DirectSound-compatible Sound Card,,"Minimum: OS: Ubuntu 12.04 Processor: Intel Pentium3 1GHz or better Memory: 256 MB RAM Graphics: NDIVIA Geforce series, AMD(ATI) Radeon series Storage: 110 MB available space Sound Card: DirectSound-compatible Sound Card",0,
